date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:29:05	28709/28709	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:01%20GMT	http://codepixar.com/educare/php/04-home-language.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/04-home-language.html	(from http://codepixar.com/educare/php/index.php)
00:29:06	51291/51291	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:01%20GMT	http://codepixar.com/educare/php/05-home-kindergarten.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/05-home-kindergarten.html	(from http://codepixar.com/educare/php/index.php)
00:29:07	54976/54976	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:01%20GMT	http://codepixar.com/educare/php/06-home-driving-school.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/06-home-driving-school.html	(from http://codepixar.com/educare/php/index.php)
00:29:07	61942/61942	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:02%20GMT	http://codepixar.com/educare/php/07-home-designing-school.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/07-home-designing-school.html	(from http://codepixar.com/educare/php/index.php)
00:29:08	45827/45827	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:03%20GMT	http://codepixar.com/educare/php/08-home-cooking-school.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/08-home-cooking-school.html	(from http://codepixar.com/educare/php/index.php)
00:29:09	54109/54109	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:03%20GMT	http://codepixar.com/educare/php/10-course-grid-01.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/10-course-grid-01.html	(from http://codepixar.com/educare/php/index.php)
00:29:12	46513/46513	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:04%20GMT	http://codepixar.com/educare/php/11-course-grid-02.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/11-course-grid-02.html	(from http://codepixar.com/educare/php/index.php)
00:29:13	246476/246476	---M--	200	added ('OK')	text/css	date:Mon,%2030%20Oct%202017%2012:29:24%20GMT	http://codepixar.com/educare/php/css/main.css	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/css/main.css	(from http://codepixar.com/educare/php/index.php)
00:29:14	49260/49260	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:06%20GMT	http://codepixar.com/educare/php/12-course-list-01.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/12-course-list-01.html	(from http://codepixar.com/educare/php/index.php)
00:29:15	43696/43696	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:09%20GMT	http://codepixar.com/educare/php/13-course-list-02.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/13-course-list-02.html	(from http://codepixar.com/educare/php/index.php)
00:29:15	49771/49771	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:10%20GMT	http://codepixar.com/educare/php/14-course-details.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/14-course-details.html	(from http://codepixar.com/educare/php/index.php)
00:29:16	37035/37035	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:11%20GMT	http://codepixar.com/educare/php/26-teacher-grid.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/26-teacher-grid.html	(from http://codepixar.com/educare/php/index.php)
00:29:16	36876/36876	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:11%20GMT	http://codepixar.com/educare/php/27-teacher-list.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/27-teacher-list.html	(from http://codepixar.com/educare/php/index.php)
00:29:17	32843/32843	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:12%20GMT	http://codepixar.com/educare/php/28-teacher-archive.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/28-teacher-archive.html	(from http://codepixar.com/educare/php/index.php)
00:29:18	29805/29805	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:13%20GMT	http://codepixar.com/educare/php/32-blog-home.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/32-blog-home.html	(from http://codepixar.com/educare/php/index.php)
00:29:18	34327/34327	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:13%20GMT	http://codepixar.com/educare/php/29-teacher-details.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/29-teacher-details.html	(from http://codepixar.com/educare/php/index.php)
00:29:19	36258/36258	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:14%20GMT	http://codepixar.com/educare/php/33-blog-left-sidebar.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/33-blog-left-sidebar.html	(from http://codepixar.com/educare/php/index.php)
00:29:19	36231/36231	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:14%20GMT	http://codepixar.com/educare/php/34-blog-right-sidebar.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/34-blog-right-sidebar.html	(from http://codepixar.com/educare/php/index.php)
00:29:20	40017/40017	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:15%20GMT	http://codepixar.com/educare/php/35-blog-single.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/35-blog-single.html	(from http://codepixar.com/educare/php/index.php)
00:29:20	26150/26150	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:15%20GMT	http://codepixar.com/educare/php/15-events-listview.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/15-events-listview.html	(from http://codepixar.com/educare/php/index.php)
00:29:20	27880/27880	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:15%20GMT	http://codepixar.com/educare/php/16-events-gridview.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/16-events-gridview.html	(from http://codepixar.com/educare/php/index.php)
00:29:21	50463/50463	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:16%20GMT	http://codepixar.com/educare/php/36-shop-home.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/36-shop-home.html	(from http://codepixar.com/educare/php/index.php)
00:29:21	58444/58444	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:16%20GMT	http://codepixar.com/educare/php/37-shop-grid-sidebar.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/37-shop-grid-sidebar.html	(from http://codepixar.com/educare/php/index.php)
00:29:21	53072/53072	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:16%20GMT	http://codepixar.com/educare/php/38-shop-list-sidebar.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/38-shop-list-sidebar.html	(from http://codepixar.com/educare/php/index.php)
00:29:22	45275/45275	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:17%20GMT	http://codepixar.com/educare/php/39-shop-single-product.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/39-shop-single-product.html	(from http://codepixar.com/educare/php/index.php)
00:29:22	28590/28590	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:17%20GMT	http://codepixar.com/educare/php/40-shop-cart.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/40-shop-cart.html	(from http://codepixar.com/educare/php/index.php)
00:29:23	42198/42198	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:18%20GMT	http://codepixar.com/educare/php/41-shop-checkout.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/41-shop-checkout.html	(from http://codepixar.com/educare/php/index.php)
00:29:23	25904/25904	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:18%20GMT	http://codepixar.com/educare/php/42-shop-payment.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/42-shop-payment.html	(from http://codepixar.com/educare/php/index.php)
00:29:24	39499/39499	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:19%20GMT	http://codepixar.com/educare/php/44-buddypress-activity.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/44-buddypress-activity.html	(from http://codepixar.com/educare/php/index.php)
00:29:24	26597/26597	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:18%20GMT	http://codepixar.com/educare/php/43-shop-confirmation.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/43-shop-confirmation.html	(from http://codepixar.com/educare/php/index.php)
00:29:25	35133/35133	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:20%20GMT	http://codepixar.com/educare/php/46-buddypress-members.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/46-buddypress-members.html	(from http://codepixar.com/educare/php/index.php)
00:29:25	45618/45618	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:19%20GMT	http://codepixar.com/educare/php/44-buddypress-activity-afterlogin.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/44-buddypress-activity-afterlogin.html	(from http://codepixar.com/educare/php/index.php)
00:29:25	34698/34698	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:20%20GMT	http://codepixar.com/educare/php/45-buddypress-groups.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/45-buddypress-groups.html	(from http://codepixar.com/educare/php/index.php)
00:29:25	46024/46024	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:20%20GMT	http://codepixar.com/educare/php/48-buddypress-groupdetails-afterlogin.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/48-buddypress-groupdetails-afterlogin.html	(from http://codepixar.com/educare/php/index.php)
00:29:26	50603/50603	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:21%20GMT	http://codepixar.com/educare/php/50-elements.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/50-elements.html	(from http://codepixar.com/educare/php/index.php)
00:29:26	34675/34675	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:21%20GMT	http://codepixar.com/educare/php/09-about.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/09-about.html	(from http://codepixar.com/educare/php/index.php)
00:29:26	43432/43432	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:21%20GMT	http://codepixar.com/educare/php/49-buddypress-forums-home.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/49-buddypress-forums-home.html	(from http://codepixar.com/educare/php/index.php)
00:29:28	36767/36767	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:22%20GMT	http://codepixar.com/educare/php/17-publication-board.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/17-publication-board.html	(from http://codepixar.com/educare/php/index.php)
00:29:28	32031/32031	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:22%20GMT	http://codepixar.com/educare/php/18-publication-details.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/18-publication-details.html	(from http://codepixar.com/educare/php/index.php)
00:29:28	23935/23935	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:23%20GMT	http://codepixar.com/educare/php/19-testimonials.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/19-testimonials.html	(from http://codepixar.com/educare/php/index.php)
00:29:28	26071/26071	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:23%20GMT	http://codepixar.com/educare/php/20-clients.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/20-clients.html	(from http://codepixar.com/educare/php/index.php)
00:29:28	12759/12759	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:23%20GMT	http://codepixar.com/educare/php/21-login-register.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/21-login-register.html	(from http://codepixar.com/educare/php/index.php)
00:29:29	62487/62487	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:24%20GMT	http://codepixar.com/educare/php/22-department-grid.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/22-department-grid.html	(from http://codepixar.com/educare/php/index.php)
00:29:29	50414/50414	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:24%20GMT	http://codepixar.com/educare/php/23-department-list.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/23-department-list.html	(from http://codepixar.com/educare/php/index.php)
00:29:29	36418/36418	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:24%20GMT	http://codepixar.com/educare/php/24-faqs.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/24-faqs.html	(from http://codepixar.com/educare/php/index.php)
00:29:30	10923/10923	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:25%20GMT	http://codepixar.com/educare/php/30-404-error.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/30-404-error.html	(from http://codepixar.com/educare/php/index.php)
00:29:30	24290/24290	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:25%20GMT	http://codepixar.com/educare/php/25-contact.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/25-contact.html	(from http://codepixar.com/educare/php/index.php)
00:29:31	3840/3840	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Nov%202017%2023:29:26%20GMT	http://codepixar.com/educare/php/31-comming-soon.php	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/31-comming-soon.html	(from http://codepixar.com/educare/php/index.php)
00:29:33	2963/2963	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:15%20GMT	http://codepixar.com/educare/php/img/course/1.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/1.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:34	6650/6650	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:14%20GMT	http://codepixar.com/educare/php/img/course/2.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/2.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:35	2421/2421	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:15%20GMT	http://codepixar.com/educare/php/img/course/3.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/3.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:36	4244/4244	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:09%20GMT	http://codepixar.com/educare/php/img/course/4.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/4.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:37	2980/2980	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:10%20GMT	http://codepixar.com/educare/php/img/course/5.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/5.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:39	5204/5204	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:14%20GMT	http://codepixar.com/educare/php/img/course/6.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/6.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:40	53878/53878	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:01:34%20GMT	http://codepixar.com/educare/php/img/slider/mini-slider.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/slider/mini-slider.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:40	9557/9557	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:07%20GMT	http://codepixar.com/educare/php/img/course/p1.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/p1.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:42	12561/12561	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:06%20GMT	http://codepixar.com/educare/php/img/course/p2.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/p2.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:43	4408/4408	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Nov%202017%2014:00:28%20GMT	http://codepixar.com/educare/php/img/chairman/signature.png	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/chairman/signature.png	(from http://codepixar.com/educare/php/index.php)
00:29:43	16435/16435	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:00:05%20GMT	http://codepixar.com/educare/php/img/course/p3.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/course/p3.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:49	133055/133055	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:01:36%20GMT	http://codepixar.com/educare/php/img/slider/1.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/slider/1.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:51	10681/10681	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2013:59:50%20GMT	http://codepixar.com/educare/php/img/footer/1.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/footer/1.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:52	2045/2045	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2013:59:49%20GMT	http://codepixar.com/educare/php/img/footer/2.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/footer/2.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:53	2206/2206	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2013:59:49%20GMT	http://codepixar.com/educare/php/img/footer/3.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/footer/3.jpg	(from http://codepixar.com/educare/php/index.php)
00:29:56	81371/81371	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Nov%202017%2014:02:15%20GMT	http://codepixar.com/educare/php/img/testimonial/t1.png	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/testimonial/t1.png	(from http://codepixar.com/educare/php/index.php)
00:29:57	176082/176082	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Nov%202017%2014:01:28%20GMT	http://codepixar.com/educare/php/img/slider/5.jpg	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/slider/5.jpg	(from http://codepixar.com/educare/php/index.php)
00:30:00	107937/107937	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Nov%202017%2014:00:27%20GMT	http://codepixar.com/educare/php/img/chairman/chancellor.png	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/img/chairman/chancellor.png	(from http://codepixar.com/educare/php/index.php)
00:30:03	36868/36868	---M--	200	added ('OK')	application/javascript	date:Mon,%2027%20Jun%202016%2007:31:14%20GMT	http://codepixar.com/educare/php/js/vendor/bootstrap.min.js	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/js/vendor/bootstrap.min.js	(from http://codepixar.com/educare/php/index.php)
00:30:04	5911/5911	---M--	200	added ('OK')	application/javascript	date:Mon,%2020%20Feb%202017%2004:40:46%20GMT	http://codepixar.com/educare/php/js/jquery.sticky.js	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/js/jquery.sticky.js	(from http://codepixar.com/educare/php/index.php)
00:30:06	85578/85578	---M--	200	added ('OK')	application/javascript	date:Mon,%2027%20Jun%202016%2007:40:56%20GMT	http://codepixar.com/educare/php/js/vendor/jquery-2.2.4.min.js	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/js/vendor/jquery-2.2.4.min.js	(from http://codepixar.com/educare/php/index.php)
00:30:06	40402/40402	---M--	200	added ('OK')	application/javascript	date:Mon,%2020%20Feb%202017%2004:40:46%20GMT	http://codepixar.com/educare/php/js/owl.carousel.min.js	C:/Mes%20Sites%20Web/MAJDI%20WEB%20UNIVERSITY/codepixar.com/educare/php/js/owl.carousel.min.js	(from http://codepixar.com/educare/php/index.php)
